sample_idx,original_path,edited_path,prompt,diff_path,mask_strict_path,mask_medium_path,mask_loose_path,coverage_strict,coverage_medium,coverage_loose,diff_mean,diff_std,diff_max
10,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/dacc9d3173ca4f49a75934369079fee4.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/dacc9d3173ca4f49a75934369079fee4.png,Add a detachable faux fur collar to the neckline for winter wear.,training_diff_analysis/sample_0010_diff.png,training_diff_analysis/sample_0010_mask_strict.png,training_diff_analysis/sample_0010_mask_medium.png,training_diff_analysis/sample_0010_mask_loose.png,20.979595184326172,39.22452926635742,48.80409240722656,20.646565437316895,29.12191970795188,255.0
11,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/c54342c6edfa4af08fa3ec06fee91c0a.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/c54342c6edfa4af08fa3ec06fee91c0a.png,"Add a layer of sheer tulle underneath for volume, creating a layered look with the lace camisole.",training_diff_analysis/sample_0011_diff.png,training_diff_analysis/sample_0011_mask_strict.png,training_diff_analysis/sample_0011_mask_medium.png,training_diff_analysis/sample_0011_mask_loose.png,5.744171142578125,15.029621124267578,31.561279296875,11.5006685256958,16.845100236363,255.0
12,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/05a628afd01340eb8430bf301db6889e.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/05a628afd01340eb8430bf301db6889e.png,Shorten one side of the jacket by 5 inches and add a small flap pocket on that side.,training_diff_analysis/sample_0012_diff.png,training_diff_analysis/sample_0012_mask_strict.png,training_diff_analysis/sample_0012_mask_medium.png,training_diff_analysis/sample_0012_mask_loose.png,9.190559387207031,31.37054443359375,37.62025833129883,13.852282524108887,20.302307167791067,255.0
13,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/42675479e6f94187a796c1f878e8fbb2.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/42675479e6f94187a796c1f878e8fbb2.png,Add a subtle lace overlay to the back of the top.,training_diff_analysis/sample_0013_diff.png,training_diff_analysis/sample_0013_mask_strict.png,training_diff_analysis/sample_0013_mask_medium.png,training_diff_analysis/sample_0013_mask_loose.png,11.764049530029297,22.11894989013672,32.45859146118164,13.584493637084961,17.95472905423143,255.0
14,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/913e1352f8ca470991595c1b79dae2bb.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/913e1352f8ca470991595c1b79dae2bb.png,Add a thin adjustable belt at the waist to cinch in the fit.,training_diff_analysis/sample_0014_diff.png,training_diff_analysis/sample_0014_mask_strict.png,training_diff_analysis/sample_0014_mask_medium.png,training_diff_analysis/sample_0014_mask_loose.png,35.01310348510742,37.71333694458008,40.52248001098633,20.384879112243652,25.762177882288924,255.0
15,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/199a9d8570e645beaf596f01ad8d8c18.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/199a9d8570e645beaf596f01ad8d8c18.png,Add a detachable lace-up panel at the waist to create an adjustable fit.,training_diff_analysis/sample_0015_diff.png,training_diff_analysis/sample_0015_mask_strict.png,training_diff_analysis/sample_0015_mask_medium.png,training_diff_analysis/sample_0015_mask_loose.png,10.773086547851562,24.976539611816406,39.366722106933594,15.978362083435059,24.72236192276642,255.0
16,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/afcb0eff5d9f46ba8d467e371bc2d9a3.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/afcb0eff5d9f46ba8d467e371bc2d9a3.png,"Shorten the shirt by 4 inches, remove the front placket, and add a single row of buttons down the center for an open-front style.",training_diff_analysis/sample_0016_diff.png,training_diff_analysis/sample_0016_mask_strict.png,training_diff_analysis/sample_0016_mask_medium.png,training_diff_analysis/sample_0016_mask_loose.png,11.992931365966797,17.35219955444336,45.28074264526367,18.55476951599121,32.378097983739295,255.0
17,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/860ddee4a9da4a3295e0ee3df5bbd0fc.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/860ddee4a9da4a3295e0ee3df5bbd0fc.png,"Replace the ribbed texture with a smooth, lightweight fabric for a more modern look.",training_diff_analysis/sample_0017_diff.png,training_diff_analysis/sample_0017_mask_strict.png,training_diff_analysis/sample_0017_mask_medium.png,training_diff_analysis/sample_0017_mask_loose.png,42.525482177734375,48.41480255126953,50.48713684082031,24.10593605041504,32.46985819523996,255.0
18,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/f44890f6360e415fad6dc2c7dbc4a7ae.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/f44890f6360e415fad6dc2c7dbc4a7ae.png,Shorten the jacket to a cropped length and add a detachable faux fur collar.,training_diff_analysis/sample_0018_diff.png,training_diff_analysis/sample_0018_mask_strict.png,training_diff_analysis/sample_0018_mask_medium.png,training_diff_analysis/sample_0018_mask_loose.png,28.81155014038086,33.774471282958984,55.72671890258789,23.082633018493652,29.76558125164745,255.0
19,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/images/b70634c5556d4fd38412c5ce03bab18f.png,/sc/home/felix.boelter/recreategoods/qwen-image-edit-finetune/data/example_image_dataset/control_images/b70634c5556d4fd38412c5ce03bab18f.png,Replace the crochet panels with delicate lace inserts for a more refined look.,training_diff_analysis/sample_0019_diff.png,training_diff_analysis/sample_0019_mask_strict.png,training_diff_analysis/sample_0019_mask_medium.png,training_diff_analysis/sample_0019_mask_loose.png,21.53186798095703,26.52149200439453,28.025245666503906,15.39422607421875,27.43816165347597,255.0
